name,t_in,t_out,EStart,EEnd
2014007252,39,102,8.199766682426713,58.89910605200902
2012008611,26,92,19.513101260541205,39.45276765545378
2016002092,39,142,6.6659441942710975,29.999999994467373
2016000840,50,143,4.775,29.99999999446736
2015007301,27,98,10.047559466666666,23.999999998244085
2014005742,42,99,4.775,30.0
2016004567,17,114,5.5,59.83950868711165
2015000917,38,102,12.216725522781616,29.45733332780069
2016000829,42,112,7.802343691221003,59.40086513254448
2012007474,26,141,8.2913696,74.36108596098865
2015007833,23,24,4.675,5.7603333333333335
2015007833,44,143,4.675,23.45733333157742
2016001507,103,143,7.915185643858709,51.32851897719204
2016000633,42,103,4.779606285521416,40.0
2016003385,58,102,11.045198975684903,58.79986564235158
2015004092,31,102,9.818788640017432,59.539948147723884
2016005793,44,104,17.70748059824406,24.0
2013002811,44,104,14.473911023527116,58.64194196449734
2016006095,36,105,4.75,39.43798079827658
2016002918,33,105,9.88321007396207,39.559015430334455
2015004400,0,143,21.78,59.99999999566238
2016007093,3,105,18.1129754605412,39.99999088925263
2012008772,32,105,15.95651867824407,23.99999999824408
2013007800,40,105,5.9353758721739815,24.0
2014002402,34,105,7.880766780822606,40.0
2016001222,16,143,4.775,29.457333327800697
2013005838,34,114,12.1745108605412,39.99819098994197
2012005665,41,114,28.135067995662414,59.92625000800555
2012004530,45,143,4.675,23.999999998244085
2012004277,39,108,30.388143995662386,59.90996603364496
2012006961,8,24,20.687919460541195,35.94967175829908
2016000398,30,108,5.716263643319191,30.0
2015004473,39,108,9.838060621877533,72.12201200648606
2012001967,110,143,7.260216401678329,23.648006346744857
2013003953,25,108,16.761129860541207,39.99934331707772
2014003922,30,108,4.675,23.999999998244085
2013002238,36,109,4.75,39.44610045680815
2016001067,26,39,6.031748234226848,20.05465376147002
2015000941,37,40,8.48312419446736,11.73912419446736
2013000344,136,143,5.830931874467354,13.428265207800688
2016008184,71,135,5.135960717447404,39.52899880469566
2013008247,42,109,4.775,29.99999999446736
2012001712,17,108,23.91025743446736,29.999999994467338
2014000711,28,110,5.5,59.549103445873065
2014000608,43,138,4.775,29.99999999446736
2016003370,26,110,7.524674647126065,39.45557752369867
2012005802,42,108,7.587891860541205,39.97817347472035
2016008926,38,111,9.09789207446736,29.457333327800672
2013005978,36,117,12.015869220072487,74.16565740019426
2012001840,33,108,11.962136798244064,23.99999999824409
2012008289,36,111,19.622595198244063,24.0
2015009275,33,49,4.775,22.140333333333338
2015009275,58,109,18.759109993333336,29.999999994467334
2012009188,30,110,11.246360974467354,29.457333327800686
2016004115,56,110,8.95267099824406,24.0
2013004716,36,110,14.23291553824406,24.0
2013001173,36,112,12.244536285991435,73.52908419622968
2015006365,48,143,9.274585716792288,59.95552994220472
2016003605,34,112,4.675,24.0
2015008392,30,111,6.698842249320725,23.99999999824408
2012007555,66,143,17.469239460541203,39.456032957092575
2014001247,44,111,7.217898355308949,39.438687911676546
2014001657,39,110,9.422539460541204,39.665966542680344
2015008051,30,111,21.693573598471225,74.4632761873892
2013005587,40,111,4.794516914467357,30.0
2016008383,45,111,13.391611194467355,29.999999994467334
2016001078,63,111,4.675,23.999999998244085
2016003250,70,143,15.561930236860812,74.02335114639347
2013001180,62,122,37.79110799566239,59.350581655239914
2014008414,36,143,8.534956567913236,29.99999999446733
2015000507,64,111,4.8768647921830075,40.0
2012003237,29,118,4.675,23.999999998244085
2012003247,9,10,17.242381338244062,18.327714671577397
2012003247,21,27,4.675,11.187000000000001
2012003247,34,120,8.122816640000002,24.0
2013001701,56,111,10.32060999824406,23.457333331577395
2015005903,36,111,17.984228260541204,39.99827721556781
2015004479,39,143,17.789556938244075,24.0
2012002197,23,143,5.5728745673571956,23.56586666491074
2012004404,37,57,4.775,26.032843138570236
2012004404,60,123,28.615967594467364,30.0
2012008757,34,111,13.165923118244056,24.0
2013007310,61,111,15.368301653021934,58.028644748038715
2016000315,36,112,18.4426872266954,59.86545643176626
2015006207,19,38,7.858319798244063,23.308321453483842
2016008975,32,112,12.15860537465218,40.0
2012000571,38,112,8.094628034612303,23.45733333157741
2015003665,45,134,7.689992451294373,23.999999998244082
2012002759,34,44,4.75,15.603333333333333
2015007670,40,112,6.304507498562631,72.06803741175514
2016005002,30,143,30.259396795662404,59.891466662329066
2013003539,60,143,5.75,73.63430881549857
2016002407,26,48,6.978942721270614,23.082785299666646
2012001204,43,112,36.27927958327788,74.51777880764811
2015005477,63,111,12.509312398244061,23.999999998244043
